medicine_id,medicine_name,generic_name,manufacturer,category,dosage_form,strength,unit_price,stock_quantity,reorder_level,expiry_date,status
MED00952,Dolo 650,Ranitidine,Dr. Reddy's,General Medicine,Tablet,50 mg,778.72,694,73,2027-04-29,Available
MED00953,Rabeprazole,Crocin,Lupin,Antidiabetic,Injection,10 ml,106.82,400,49,2028-05-07,Available
MED00954,Crocin,Paracetamol,GSK,Vitamin,Syrup,5 ml,1231.67,538,79,2028-12-10,Available
MED00955,Amoxicillin,Azithromycin,Cipla,Antidiabetic,Tablet,650 mg,276.45,262,91,2028-08-04,Available
MED00956,Pantoprazole,Losartan,GSK,Antibiotic,Tablet,650 mg,894.57,973,76,2027-12-01,Available
MED00957,Levocetirizine,ORS,Pfizer,Antidiabetic,Syrup,250 mg,1398.11,417,68,2028-12-24,Available
MED00958,Levocetirizine,Azithromycin,Abbott,Antidiabetic,Injection,250 mg,1102.33,831,36,2027-10-26,Available
MED00959,Atorvastatin,Atorvastatin,Alkem,General Medicine,Injection,10 ml,909.99,905,88,2028-07-25,Available
MED00960,Ceftriaxone,Domperidone,Lupin,Painkiller,Syrup,50 mg,801.66,809,82,2027-09-12,Available
MED00961,Ranitidine,Cefixime,Lupin,Antidiabetic,Drops,10 ml,1059.79,78,95,2028-09-12,Available
MED00962,Telmisartan,Cefixime,Lupin,Antibiotic,Drops,250 mg,869.55,660,31,2028-07-22,Available
MED00963,Insulin,Ibuprofen,Alkem,Cardiology,Tablet,650 mg,647.67,762,84,2026-07-28,Available
MED00964,Ceftriaxone,Pantoprazole,Alkem,Antacid,Capsule,5 ml,341.85,293,46,2027-04-07,Available
MED00965,Omeprazole,Calcium,Lupin,Cardiology,Syrup,50 mg,1206.65,887,100,2028-04-16,Available
MED00966,Amoxicillin,Diclofenac,GSK,General Medicine,Tablet,500 mg,409.68,941,68,2028-04-29,Available
MED00967,Diclofenac,Vitamin D3,Pfizer,Painkiller,Syrup,500 mg,209.77,344,71,2028-11-18,Available
MED00968,Metformin,Salbutamol,Cipla,Respiratory,Tablet,10 ml,949.71,154,38,2028-11-09,Available
MED00969,Cefixime,Rabeprazole,Alkem,Painkiller,Tablet,100 mg,204.34,784,55,2028-09-28,Available
MED00970,Amlodipine,Atorvastatin,Lupin,Painkiller,Syrup,250 mg,681.42,313,21,2027-12-01,Available
MED00971,Pantoprazole,Ceftriaxone,Mankind,Antacid,Tablet,250 mg,842.76,291,32,2026-09-15,Available
MED00972,Rabeprazole,Iron Tablets,Dr. Reddy's,Cardiology,Syrup,500 mg,1079.12,975,42,2027-07-13,Available
MED00973,Montelukast,Montelukast,Lupin,General Medicine,Capsule,50 mg,1060.42,210,20,2028-09-11,Available
MED00974,Levocetirizine,Ranitidine,Sun Pharma,Painkiller,Tablet,100 mg,1479.67,385,61,2026-09-21,Available
MED00975,Ondansetron,Aspirin,Alkem,Respiratory,Drops,5 ml,670.35,104,38,2027-08-16,Available
MED00976,Pantoprazole,Diclofenac,Dr. Reddy's,Antibiotic,Capsule,250 mg,354.63,603,40,2028-12-01,Available
MED00977,Iron Tablets,Aspirin,Abbott,General Medicine,Syrup,50 mg,1097.07,385,79,2027-09-28,Available
MED00978,Salbutamol,Metformin,Abbott,Antidiabetic,Syrup,50 mg,933.06,443,77,2027-07-02,Available
MED00979,Atorvastatin,Calcium,Cipla,Cardiology,Drops,650 mg,924.25,532,93,2028-05-20,Available
MED00980,Ranitidine,ORS,Mankind,Respiratory,Injection,500 mg,1384.84,102,84,2028-03-13,Available
MED00981,Losartan,Vitamin D3,GSK,General Medicine,Injection,250 mg,1353.29,943,68,2027-09-02,Available
MED00982,Domperidone,Aspirin,Sun Pharma,Cardiology,Syrup,5 ml,1311.22,395,100,2029-03-31,Available
MED00983,Insulin,Levocetirizine,Mankind,Antidiabetic,Injection,5 ml,698.06,746,25,2026-11-25,Available
MED00984,Pantoprazole,Ibuprofen,Alkem,Antacid,Capsule,650 mg,210.33,637,85,2026-07-17,Available
MED00985,Omeprazole,Omeprazole,Cipla,Vitamin,Drops,500 mg,343.58,170,41,2028-12-19,Available
MED00986,Montelukast,Aspirin,Alkem,Antidiabetic,Tablet,5 ml,878.94,123,48,2028-06-17,Available
MED00987,Calcium,Vitamin D3,Sun Pharma,Antidiabetic,Drops,500 mg,658.57,983,76,2029-03-02,Available
MED00988,Domperidone,Atorvastatin,Alkem,Painkiller,Injection,50 mg,327.3,53,48,2027-03-14,Available
MED00989,Salbutamol,Ibuprofen,GSK,Respiratory,Injection,650 mg,1127.98,234,71,2029-01-07,Available
MED00990,Rabeprazole,Amlodipine,Alkem,General Medicine,Syrup,10 ml,243.49,210,56,2029-01-18,Available
MED00991,Calcium,Amlodipine,Cipla,Antacid,Capsule,100 mg,418.16,902,96,2026-09-01,Available
MED00992,Paracetamol,Telmisartan,Lupin,Painkiller,Capsule,650 mg,678.01,231,79,2029-03-09,Available
MED00993,Dolo 650,Ibuprofen,Abbott,General Medicine,Syrup,250 mg,1047.52,555,88,2027-08-09,Available
MED00994,Losartan,Crocin,Dr. Reddy's,Antacid,Capsule,50 mg,374.27,711,46,2028-08-02,Available
MED00995,Ibuprofen,Rabeprazole,Sun Pharma,Cardiology,Capsule,5 ml,812.51,839,40,2027-11-16,Available
MED00996,Salbutamol,Aspirin,Pfizer,Antibiotic,Syrup,250 mg,1259.97,534,53,2027-10-20,Available
MED00997,Cetirizine,Cetirizine,GSK,Painkiller,Syrup,10 ml,247.66,243,26,2026-08-17,Available
MED00998,Domperidone,Cetirizine,Abbott,Respiratory,Injection,650 mg,1163.52,579,38,2027-06-11,Available
MED00999,Montelukast,Montelukast,Pfizer,Vitamin,Capsule,650 mg,889.67,807,82,2027-11-05,Available
MED01000,Diclofenac,Pantoprazole,GSK,Painkiller,Syrup,5 ml,930.36,180,60,2027-01-22,Available
